track name="encodeCcreCombined"
"chr9",21986876,21987032,"EH38E2687272",397,".",21986876,21987032,"255,205,0","dELS,CTCF-bound","dELS",3.97256,"enhD","E2687272","EH38E2687272 distal enhancer-like signature",
"chr9",21987195,21987346,"EH38E2687273",272,".",21987195,21987346,"255,205,0","dELS","dELS",2.72558,"enhD","E2687273","EH38E2687273 distal enhancer-like signature",
"chr9",21987510,21987724,"EH38E2687274",246,".",21987510,21987724,"255,205,0","dELS","dELS",2.4649,"enhD","E2687274","EH38E2687274 distal enhancer-like signature",
"chr9",21987950,21988280,"EH38E2687275",167,".",21987950,21988280,"255,205,0","dELS","dELS",1.67696,"enhD","E2687275","EH38E2687275 distal enhancer-like signature",
"chr9",21988347,21988597,"EH38E2687276",203,".",21988347,21988597,"255,205,0","dELS","dELS",2.03515,"enhD","E2687276","EH38E2687276 distal enhancer-like signature",
"chr9",21988597,21988793,"EH38E2687277",245,".",21988597,21988793,"255,205,0","dELS","dELS",2.45233,"enhD","E2687277","EH38E2687277 distal enhancer-like signature",
"chr9",21988801,21989002,"EH38E2687278",208,".",21988801,21989002,"255,205,0","dELS,CTCF-bound","dELS",2.08433,"enhD","E2687278","EH38E2687278 distal enhancer-like signature",
"chr9",21989478,21989762,"EH38E2687279",296,".",21989478,21989762,"255,205,0","dELS","dELS",2.96027,"enhD","E2687279","EH38E2687279 distal enhancer-like signature",
"chr9",21989849,21990143,"EH38E2687280",263,".",21989849,21990143,"255,205,0","dELS","dELS",2.63662,"enhD","E2687280","EH38E2687280 distal enhancer-like signature",
"chr9",21990268,21990444,"EH38E2687281",377,".",21990268,21990444,"255,205,0","dELS,CTCF-bound","dELS",3.77473,"enhD","E2687281","EH38E2687281 distal enhancer-like signature",
"chr9",21991101,21991292,"EH38E2687282",222,".",21991101,21991292,"255,205,0","dELS","dELS",2.22587,"enhD","E2687282","EH38E2687282 distal enhancer-like signature",
"chr9",21991318,21991567,"EH38E2687283",215,".",21991318,21991567,"255,205,0","dELS","dELS",2.15591,"enhD","E2687283","EH38E2687283 distal enhancer-like signature",
"chr9",21991633,21991922,"EH38E2687284",209,".",21991633,21991922,"255,205,0","dELS","dELS",2.09566,"enhD","E2687284","EH38E2687284 distal enhancer-like signature",
"chr9",21993096,21993308,"EH38E2687286",228,".",21993096,21993308,"255,167,0","pELS,CTCF-bound","pELS",2.28386,"enhP","E2687286","EH38E2687286 proximal enhancer-like signature",
"chr9",21993509,21993772,"EH38E2687287",340,".",21993509,21993772,"255,167,0","pELS,CTCF-bound","pELS",3.40606,"enhP","E2687287","EH38E2687287 proximal enhancer-like signature",
"chr9",21993932,21994198,"EH38E2687288",400,".",21993932,21994198,"255,167,0","pELS,CTCF-bound","pELS",4.00319,"enhP","E2687288","EH38E2687288 proximal enhancer-like signature",
"chr9",21994322,21994560,"EH38E2687289",451,".",21994322,21994560,"255,0,0","PLS,CTCF-bound","PLS",4.51299,"prom","E2687289","EH38E2687289 promoter-like signature",
"chr9",21994575,21994859,"EH38E2687290",464,".",21994575,21994859,"255,0,0","PLS,CTCF-bound","PLS",4.64106,"prom","E2687290","EH38E2687290 promoter-like signature",
"chr9",21994981,21995160,"EH38E2687291",459,".",21994981,21995160,"255,0,0","PLS,CTCF-bound","PLS",4.59398,"prom","E2687291","EH38E2687291 promoter-like signature",
"chr9",21995194,21995521,"EH38E2687292",500,".",21995194,21995521,"255,0,0","PLS,CTCF-bound","PLS",5.0086,"prom","E2687292","EH38E2687292 promoter-like signature",
"chr9",21995641,21995974,"EH38E2687293",356,".",21995641,21995974,"255,167,0","pELS,CTCF-bound","pELS",3.56716,"enhP","E2687293","EH38E2687293 proximal enhancer-like signature",
"chr9",21995981,21996234,"EH38E2687294",343,".",21995981,21996234,"255,167,0","pELS,CTCF-bound","pELS",3.43629,"enhP","E2687294","EH38E2687294 proximal enhancer-like signature",
"chr9",21996467,21996724,"EH38E2687295",300,".",21996467,21996724,"255,167,0","pELS","pELS",3.00089,"enhP","E2687295","EH38E2687295 proximal enhancer-like signature",
"chr9",22002104,22002369,"EH38E2687300",227,".",22002104,22002369,"255,205,0","dELS","dELS",2.27793,"enhD","E2687300","EH38E2687300 distal enhancer-like signature",
"chr9",22005057,22005339,"EH38E2687305",314,".",22005057,22005339,"255,205,0","dELS,CTCF-bound","dELS",3.14889,"enhD","E2687305","EH38E2687305 distal enhancer-like signature",
"chr9",22005433,22005712,"EH38E2687306",315,".",22005433,22005712,"255,205,0","dELS,CTCF-bound","dELS",3.15006,"enhD","E2687306","EH38E2687306 distal enhancer-like signature",
"chr9",22005760,22005960,"EH38E2687307",300,".",22005760,22005960,"255,205,0","dELS,CTCF-bound","dELS",3.00529,"enhD","E2687307","EH38E2687307 distal enhancer-like signature",
"chr9",22006092,22006397,"EH38E2687308",291,".",22006092,22006397,"255,205,0","dELS,CTCF-bound","dELS",2.91185,"enhD","E2687308","EH38E2687308 distal enhancer-like signature",
"chr9",22007246,22007574,"EH38E2687309",220,".",22007246,22007574,"255,167,0","pELS","pELS",2.20191,"enhP","E2687309","EH38E2687309 proximal enhancer-like signature",
"chr9",22008208,22008487,"EH38E2687310",235,".",22008208,22008487,"255,167,0","pELS,CTCF-bound","pELS",2.35844,"enhP","E2687310","EH38E2687310 proximal enhancer-like signature",
"chr9",22008635,22008982,"EH38E2687311",452,".",22008635,22008982,"255,167,0","pELS,CTCF-bound","pELS",4.5224,"enhP","E2687311","EH38E2687311 proximal enhancer-like signature",
"chr9",22009237,22009585,"EH38E2687312",585,".",22009237,22009585,"255,0,0","PLS,CTCF-bound","PLS",5.8574,"prom","E2687312","EH38E2687312 promoter-like signature",
"chr9",22011683,22011873,"EH38E2687314",246,".",22011683,22011873,"0,176,240","CTCF-only,CTCF-bound","CTCF-only",2.46626,"CTCF","E2687314","EH38E2687314 CTCF-only",
"chr9",22018961,22019141,"EH38E2687315",164,".",22018961,22019141,"0,176,240","CTCF-only,CTCF-bound","CTCF-only",1.64892,"CTCF","E2687315","EH38E2687315 CTCF-only",
"chr9",22030071,22030405,"EH38E2687317",426,".",22030071,22030405,"255,205,0","dELS,CTCF-bound","dELS",4.26115,"enhD","E2687317","EH38E2687317 distal enhancer-like signature",
"chr9",22032465,22032670,"EH38E2687320",216,".",22032465,22032670,"255,205,0","dELS,CTCF-bound","dELS",2.1697,"enhD","E2687320","EH38E2687320 distal enhancer-like signature",
"chr9",22032989,22033316,"EH38E2687322",262,".",22032989,22033316,"255,205,0","dELS","dELS",2.62953,"enhD","E2687322","EH38E2687322 distal enhancer-like signature",
"chr9",22033331,22033498,"EH38E2687323",387,".",22033331,22033498,"255,205,0","dELS","dELS",3.87596,"enhD","E2687323","EH38E2687323 distal enhancer-like signature",
"chr9",22035596,22035942,"EH38E2687324",355,".",22035596,22035942,"255,205,0","dELS","dELS",3.55882,"enhD","E2687324","EH38E2687324 distal enhancer-like signature",
"chr9",22037291,22037584,"EH38E2687327",393,".",22037291,22037584,"255,205,0","dELS","dELS",3.93691,"enhD","E2687327","EH38E2687327 distal enhancer-like signature",
"chr9",22037956,22038202,"EH38E2687328",373,".",22037956,22038202,"255,205,0","dELS,CTCF-bound","dELS",3.73932,"enhD","E2687328","EH38E2687328 distal enhancer-like signature",
"chr9",22038205,22038365,"EH38E2687329",331,".",22038205,22038365,"255,205,0","dELS,CTCF-bound","dELS",3.31521,"enhD","E2687329","EH38E2687329 distal enhancer-like signature",
"chr9",22039401,22039562,"EH38E2687330",270,".",22039401,22039562,"255,205,0","dELS","dELS",2.70382,"enhD","E2687330","EH38E2687330 distal enhancer-like signature",
"chr9",22040835,22041162,"EH38E2687332",341,".",22040835,22041162,"255,205,0","dELS","dELS",3.41981,"enhD","E2687332","EH38E2687332 distal enhancer-like signature",
"chr9",22041376,22041577,"EH38E2687333",309,".",22041376,22041577,"255,205,0","dELS","dELS",3.0921,"enhD","E2687333","EH38E2687333 distal enhancer-like signature",
"chr9",22041800,22042142,"EH38E2687334",429,".",22041800,22042142,"255,205,0","dELS","dELS",4.2986,"enhD","E2687334","EH38E2687334 distal enhancer-like signature",
"chr9",22044613,22044944,"EH38E2687335",403,".",22044613,22044944,"255,167,0","pELS","pELS",4.03831,"enhP","E2687335","EH38E2687335 proximal enhancer-like signature",
"chr9",22046346,22046565,"EH38E2687337",207,".",22046346,22046565,"255,167,0","pELS","pELS",2.07709,"enhP","E2687337","EH38E2687337 proximal enhancer-like signature",
"chr9",22047709,22047876,"EH38E2687339",243,".",22047709,22047876,"255,167,0","pELS","pELS",2.43646,"enhP","E2687339","EH38E2687339 proximal enhancer-like signature",
"chr9",22050389,22050731,"EH38E2687341",222,".",22050389,22050731,"255,205,0","dELS","dELS",2.22211,"enhD","E2687341","EH38E2687341 distal enhancer-like signature",
"chr9",22050939,22051289,"EH38E2687342",416,".",22050939,22051289,"255,205,0","dELS","dELS",4.16096,"enhD","E2687342","EH38E2687342 distal enhancer-like signature",
"chr9",22052209,22052413,"EH38E2687343",324,".",22052209,22052413,"255,205,0","dELS,CTCF-bound","dELS",3.24832,"enhD","E2687343","EH38E2687343 distal enhancer-like signature",
"chr9",22052566,22052903,"EH38E2687344",531,".",22052566,22052903,"255,205,0","dELS","dELS",5.31887,"enhD","E2687344","EH38E2687344 distal enhancer-like signature",
"chr9",22053235,22053509,"EH38E2687345",221,".",22053235,22053509,"255,205,0","dELS,CTCF-bound","dELS",2.21102,"enhD","E2687345","EH38E2687345 distal enhancer-like signature",
"chr9",22055122,22055466,"EH38E2687347",306,".",22055122,22055466,"255,205,0","dELS","dELS",3.06808,"enhD","E2687347","EH38E2687347 distal enhancer-like signature",

